oid,sid,time,mac
16116,52,32231,85
16117,100,32231,88
16118,33,32231,17
16119,61,32231,44
16120,94,32231,58
16121,82,32241,1
16122,2,32241,16
16123,2,32241,71
16124,26,32241,49
16125,10,32241,37
16126,96,32251,22
16127,14,32251,96
16128,54,32251,27
16129,97,32251,47
16130,27,32251,73
16131,30,32261,87
16132,85,32261,72
16133,37,32261,34
16134,39,32261,24
16135,16,32261,16
16136,18,32271,62
16137,28,32271,41
16138,96,32271,21
16139,45,32271,71
16140,54,32271,11
16141,10,32281,4
16142,65,32281,63
16143,94,32281,47
16144,13,32281,90
16145,86,32281,23
16146,83,32291,49
16147,5,32291,13
16148,67,32291,14
16149,24,32291,48
16150,46,32291,31
16151,55,32301,91
16152,75,32301,19
16153,29,32301,86
16154,56,32301,39
16155,70,32301,95
16156,76,32311,4
16157,50,32311,8
16158,82,32311,80
16159,17,32311,94
16160,2,32311,85
16161,64,32321,18
16162,36,32321,15
16163,32,32321,64
16164,99,32321,32
16165,31,32321,63
16166,7,32331,82
16167,6,32331,19
16168,41,32331,7
16169,85,32331,88
16170,57,32331,13
16171,25,32341,76
16172,55,32341,37
16173,65,32341,77
16174,44,32341,79
16175,83,32341,24
16176,93,32351,73
16177,40,32351,66
16178,3,32351,52
16179,60,32351,75
16180,31,32351,88
16181,66,32361,93
16182,83,32361,35
16183,66,32361,72
16184,38,32361,31
16185,58,32361,57
16186,20,32371,43
16187,5,32371,64
16188,36,32371,14
16189,64,32371,80
16190,75,32371,70
16191,51,32381,11
16192,47,32381,75
16193,3,32381,31
16194,13,32381,26
16195,35,32381,16
16196,54,32391,22
16197,12,32391,98
16198,44,32391,43
16199,71,32391,44
16200,16,32391,86
16201,19,32401,55
16202,76,32401,86
16203,56,32401,23
16204,71,32401,93
16205,53,32401,20
16206,82,32411,70
16207,19,32411,98
16208,100,32411,36
16209,28,32411,2
16210,55,32411,93
16211,76,32421,68
16212,41,32421,30
16213,25,32421,75
16214,4,32421,87
16215,47,32421,72
16216,55,32431,71
16217,6,32431,15
16218,64,32431,23
16219,19,32431,56
16220,66,32431,52
16221,66,32441,15
16222,37,32441,89
16223,68,32441,79
16224,69,32441,57
16225,32,32441,8
16226,80,32451,76
16227,36,32451,22
16228,86,32451,84
16229,47,32451,57
16230,60,32451,92
16231,29,32461,52
16232,43,32461,95
16233,18,32461,3
16234,44,32461,90
16235,18,32461,45
16236,84,32471,88
16237,88,32471,86
16238,6,32471,53
16239,25,32471,19
16240,20,32471,34
16241,65,32481,6
16242,50,32481,14
16243,13,32481,17
16244,98,32481,87
16245,12,32481,59
16246,65,32491,26
16247,11,32491,79
16248,1,32491,83
16249,98,32491,81
16250,35,32491,60
16251,91,32501,58
16252,35,32501,57
16253,3,32501,18
16254,38,32501,28
16255,40,32501,49
16256,48,32511,39
16257,49,32511,51
16258,13,32511,2
16259,92,32511,24
16260,2,32511,3
16261,47,32521,94
16262,34,32521,75
16263,43,32521,54
16264,19,32521,16
16265,6,32521,36
16266,5,32531,91
16267,54,32531,70
16268,34,32531,86
16269,2,32531,21
16270,12,32531,7
16271,93,32541,68
16272,89,32541,60
16273,56,32541,11
16274,67,32541,94
16275,93,32541,24
16276,28,32551,41
16277,18,32551,10
16278,32,32551,93
16279,81,32551,39
16280,71,32551,65
16281,34,32561,59
16282,100,32561,56
16283,68,32561,75
16284,30,32561,58
16285,6,32561,13
16286,30,32571,24
16287,26,32571,68
16288,28,32571,42
16289,70,32571,17
16290,50,32571,47
16291,73,32581,56
16292,5,32581,26
16293,8,32581,20
16294,42,32581,70
16295,92,32581,63
16296,25,32591,51
16297,46,32591,60
16298,41,32591,14
16299,17,32591,21
16300,65,32591,95
16301,74,32601,30
16302,36,32601,55
16303,81,32601,43
16304,39,32601,53
16305,25,32601,88
16306,58,32611,41
16307,8,32611,2
16308,10,32611,93
16309,20,32611,17
16310,44,32611,4
16311,63,32621,14
16312,72,32621,5
16313,14,32621,58
16314,61,32621,76
16315,13,32621,36
16316,14,32631,40
16317,15,32631,74
16318,58,32631,91
16319,67,32631,3
16320,37,32631,20
16321,37,32641,49
16322,22,32641,87
16323,46,32641,53
16324,76,32641,33
16325,58,32641,4
16326,52,32651,40
16327,78,32651,16
16328,89,32651,56
16329,94,32651,75
16330,9,32651,14
16331,99,32661,16
16332,1,32661,80
16333,64,32661,70
16334,85,32661,69
16335,6,32661,53
16336,65,32671,45
16337,98,32671,4
16338,79,32671,42
16339,99,32671,56
16340,95,32671,19
16341,92,32681,15
16342,21,32681,12
16343,56,32681,83
16344,87,32681,87
16345,63,32681,64
16346,12,32691,61
16347,3,32691,77
16348,79,32691,40
16349,7,32691,39
16350,6,32691,9
16351,51,32701,68
16352,33,32701,28
16353,17,32701,10
16354,98,32701,55
16355,36,32701,35
16356,41,32711,9
16357,47,32711,22
16358,64,32711,46
16359,65,32711,56
16360,98,32711,68
16361,52,32721,70
16362,23,32721,61
16363,14,32721,6
16364,52,32721,99
16365,57,32721,5
16366,50,32731,8
16367,88,32731,90
16368,76,32731,80
16369,57,32731,23
16370,60,32731,17
16371,52,32741,12
16372,28,32741,26
16373,90,32741,21
16374,51,32741,22
16375,12,32741,32
16376,34,32751,54
16377,14,32751,32
16378,29,32751,34
16379,65,32751,50
16380,99,32751,67
16381,8,32761,55
16382,17,32761,7
16383,47,32761,94
16384,17,32761,85
16385,12,32761,93
16386,97,32771,90
16387,5,32771,60
16388,66,32771,6
16389,41,32771,31
16390,32,32771,49
16391,13,32781,68
16392,71,32781,11
16393,55,32781,13
16394,97,32781,29
16395,68,32781,33
16396,98,32791,41
16397,59,32791,15
16398,47,32791,60
16399,3,32791,17
16400,45,32791,80
16401,48,32801,84
16402,36,32801,69
16403,19,32801,38
16404,71,32801,4
16405,29,32801,50
16406,17,32811,47
16407,58,32811,16
16408,11,32811,36
16409,39,32811,21
16410,88,32811,13
16411,51,32821,82
16412,20,32821,69
16413,95,32821,64
16414,28,32821,2
16415,34,32821,12
16416,43,32831,75
16417,71,32831,76
16418,2,32831,5
16419,30,32831,16
16420,20,32831,66
16421,75,32841,50
16422,89,32841,7
16423,28,32841,2
16424,85,32841,33
16425,92,32841,94
16426,44,32851,83
16427,22,32851,78
16428,47,32851,22
16429,80,32851,76
16430,71,32851,16
16431,14,32861,44
16432,35,32861,14
16433,83,32861,3
16434,70,32861,29
16435,9,32861,1
16436,99,32871,22
16437,77,32871,74
16438,41,32871,19
16439,50,32871,47
16440,76,32871,64
16441,63,32881,70
16442,85,32881,69
16443,13,32881,52
16444,82,32881,44
16445,86,32881,56
16446,59,32891,41
16447,75,32891,6
16448,43,32891,3
16449,7,32891,38
16450,44,32891,22
16451,13,32901,96
16452,82,32901,8
16453,70,32901,37
16454,95,32901,23
16455,17,32901,5
16456,9,32911,1
16457,90,32911,32
16458,97,32911,21
16459,13,32911,23
16460,59,32911,36
16461,2,32921,76
16462,29,32921,54
16463,67,32921,92
16464,56,32921,34
16465,57,32921,7
16466,57,32931,4
16467,28,32931,40
16468,70,32931,1
16469,54,32931,25
16470,94,32931,52
16471,79,32941,28
16472,97,32941,39
16473,14,32941,60
16474,11,32941,84
16475,19,32941,57
16476,10,32951,8
16477,96,32951,26
16478,77,32951,32
16479,38,32951,6
16480,64,32951,27
16481,31,32961,63
16482,52,32961,54
16483,19,32961,33
16484,93,32961,84
16485,86,32961,41
16486,77,32971,74
16487,35,32971,30
16488,11,32971,67
16489,38,32971,86
16490,2,32971,90
16491,71,32981,38
16492,83,32981,87
16493,31,32981,62
16494,26,32981,73
16495,22,32981,46
16496,3,32991,23
16497,93,32991,48
16498,63,32991,68
16499,48,32991,81
16500,95,32991,6
16501,45,33001,99
16502,34,33001,98
16503,7,33001,49
16504,33,33001,59
16505,99,33001,76
16506,22,33011,90
16507,20,33011,30
16508,13,33011,11
16509,46,33011,65
16510,42,33011,78
16511,15,33021,48
16512,57,33021,58
16513,67,33021,39
16514,66,33021,24
16515,71,33021,57
16516,45,33031,61
16517,67,33031,52
16518,38,33031,68
16519,45,33031,67
16520,88,33031,62
16521,43,33041,90
16522,63,33041,25
16523,14,33041,32
16524,3,33041,26
16525,88,33041,80
16526,62,33051,15
16527,39,33051,16
16528,65,33051,14
16529,38,33051,71
16530,13,33051,59
16531,76,33061,66
16532,63,33061,55
16533,65,33061,74
16534,6,33061,89
16535,81,33061,28
16536,87,33071,24
16537,32,33071,84
16538,64,33071,26
16539,8,33071,11
16540,34,33071,44
16541,38,33081,95
16542,33,33081,34
16543,70,33081,83
16544,59,33081,6
16545,86,33081,87
16546,23,33091,65
16547,57,33091,48
16548,39,33091,96
16549,32,33091,33
16550,31,33091,55
16551,39,33101,76
16552,35,33101,79
16553,79,33101,4
16554,58,33101,55
16555,20,33101,9
16556,16,33111,21
16557,30,33111,37
16558,93,33111,70
16559,7,33111,51
16560,68,33111,25
16561,34,33121,90
16562,25,33121,69
16563,98,33121,68
16564,11,33121,54
16565,16,33121,37
16566,48,33131,52
16567,94,33131,99
16568,27,33131,78
16569,14,33131,14
16570,22,33131,53
16571,23,33141,27
16572,63,33141,78
16573,94,33141,98
16574,51,33141,80
16575,75,33141,93
16576,44,33151,69
16577,54,33151,36
16578,56,33151,12
16579,60,33151,97
16580,54,33151,6
16581,45,33161,51
16582,19,33161,93
16583,68,33161,38
16584,99,33161,27
16585,39,33161,66
16586,39,33171,75
16587,53,33171,72
16588,78,33171,41
16589,36,33171,82
16590,94,33171,11
16591,79,33181,90
16592,28,33181,78
16593,40,33181,97
16594,16,33181,40
16595,58,33181,61
16596,85,33191,90
16597,56,33191,30
16598,88,33191,12
16599,64,33191,69
16600,28,33191,80
16601,84,33201,60
16602,26,33201,34
16603,56,33201,65
16604,1,33201,15
16605,17,33201,19
16606,2,33211,81
16607,8,33211,24
16608,46,33211,15
16609,4,33211,7
16610,38,33211,64
16611,61,33221,73
16612,35,33221,80
16613,81,33221,56
16614,70,33221,74
16615,14,33221,65
16616,55,33231,78
16617,37,33231,53
16618,6,33231,27
16619,58,33231,39
16620,40,33231,54
16621,37,33241,47
16622,71,33241,11
16623,87,33241,44
16624,71,33241,92
16625,44,33241,91
16626,92,33251,10
16627,60,33251,71
16628,25,33251,35
16629,29,33251,84
16630,68,33251,31
16631,77,33261,43
16632,58,33261,27
16633,52,33261,4
16634,62,33261,57
16635,61,33261,33
16636,94,33271,10
16637,24,33271,23
16638,60,33271,89
16639,85,33271,7
16640,97,33271,72
16641,33,33281,81
16642,80,33281,91
16643,35,33281,69
16644,73,33281,93
16645,36,33281,45
16646,8,33291,55
16647,36,33291,1
16648,95,33291,9
16649,43,33291,47
16650,12,33291,89
16651,64,33301,85
16652,86,33301,34
16653,83,33301,21
16654,10,33301,93
16655,34,33301,88
16656,97,33311,29
16657,65,33311,46
16658,4,33311,26
16659,29,33311,80
16660,19,33311,14
16661,57,33321,64
16662,27,33321,68
16663,10,33321,28
16664,61,33321,27
16665,1,33321,75
16666,30,33331,55
16667,85,33331,56
16668,93,33331,7
16669,92,33331,8
16670,22,33331,17
16671,51,33341,70
16672,6,33341,75
16673,94,33341,22
16674,26,33341,3
16675,37,33341,23
16676,12,33351,36
16677,30,33351,62
16678,59,33351,73
16679,78,33351,77
16680,16,33351,72
16681,92,33361,7
16682,50,33361,84
16683,96,33361,26
16684,59,33361,53
16685,40,33361,44
16686,39,33371,29
16687,89,33371,23
16688,61,33371,27
16689,37,33371,5
16690,93,33371,1
16691,46,33381,97
16692,20,33381,66
16693,20,33381,13
16694,54,33381,64
16695,28,33381,27
16696,74,33391,26
16697,19,33391,21
16698,36,33391,42
16699,13,33391,6
16700,49,33391,54
16701,25,33401,86
16702,33,33401,32
16703,13,33401,84
16704,44,33401,74
16705,82,33401,17
16706,58,33411,9
16707,11,33411,40
16708,63,33411,82
16709,38,33411,49
16710,62,33411,30
16711,14,33421,12
16712,69,33421,92
16713,43,33421,86
16714,70,33421,14
16715,59,33421,15
16716,54,33431,79
16717,3,33431,36
16718,4,33431,35
16719,27,33431,45
16720,70,33431,58
16721,72,33441,78
16722,35,33441,21
16723,52,33441,5
16724,75,33441,75
16725,35,33441,36
16726,79,33451,14
16727,56,33451,25
16728,82,33451,89
16729,8,33451,96
16730,39,33451,88
16731,45,33461,6
16732,10,33461,37
16733,87,33461,40
16734,8,33461,56
16735,27,33461,74
16736,53,33471,95
16737,3,33471,47
16738,16,33471,52
16739,29,33471,69
16740,75,33471,34
16741,55,33481,58
16742,13,33481,81
16743,77,33481,68
16744,87,33481,74
16745,78,33481,41
16746,86,33491,36
16747,74,33491,31
16748,96,33491,74
16749,12,33491,95
16750,92,33491,98
16751,10,33501,73
16752,94,33501,27
16753,26,33501,40
16754,84,33501,57
16755,42,33501,77
16756,39,33511,14
16757,90,33511,34
16758,93,33511,32
16759,24,33511,42
16760,54,33511,4
16761,83,33521,49
16762,4,33521,42
16763,32,33521,50
16764,36,33521,46
16765,74,33521,23
16766,100,33531,2
16767,66,33531,74
16768,58,33531,42
16769,29,33531,30
16770,39,33531,11
16771,89,33541,82
16772,95,33541,86
16773,82,33541,46
16774,67,33541,30
16775,82,33541,32
16776,41,33551,71
16777,76,33551,33
16778,40,33551,12
16779,4,33551,77
16780,54,33551,3
16781,38,33561,58
16782,5,33561,3
16783,86,33561,69
16784,54,33561,78
16785,27,33561,75
16786,35,33571,24
16787,26,33571,55
16788,29,33571,51
16789,42,33571,19
16790,29,33571,17
16791,48,33581,58
16792,59,33581,38
16793,98,33581,89
16794,57,33581,69
16795,42,33581,87
16796,93,33591,48
16797,56,33591,52
16798,15,33591,21
16799,77,33591,56
16800,80,33591,72
16801,13,33601,7
16802,33,33601,9
16803,2,33601,3
16804,17,33601,36
16805,72,33601,6
16806,98,33611,86
16807,96,33611,45
16808,68,33611,4
16809,18,33611,44
16810,25,33611,48
16811,73,33621,32
16812,18,33621,46
16813,100,33621,37
16814,87,33621,5
16815,87,33621,23
16816,65,33631,74
16817,20,33631,91
16818,26,33631,51
16819,1,33631,98
16820,49,33631,89
16821,75,33641,79
16822,40,33641,49
16823,61,33641,53
16824,29,33641,33
16825,94,33641,88
16826,5,33651,54
16827,92,33651,61
16828,66,33651,63
16829,51,33651,81
16830,63,33651,62
16831,84,33661,82
16832,10,33661,16
16833,12,33661,33
16834,97,33661,4
16835,31,33661,99
16836,73,33671,48
16837,8,33671,18
16838,62,33671,36
16839,52,33671,14
16840,96,33671,69
16841,18,33681,98
16842,61,33681,50
16843,2,33681,23
16844,79,33681,95
16845,2,33681,89
16846,63,33691,63
16847,80,33691,18
16848,92,33691,11
16849,8,33691,41
16850,95,33691,50
16851,46,33701,90
16852,48,33701,44
16853,95,33701,34
16854,6,33701,29
16855,97,33701,82
16856,74,33711,65
16857,18,33711,84
16858,43,33711,85
16859,30,33711,46
16860,4,33711,69
16861,10,33721,60
16862,25,33721,48
16863,37,33721,96
16864,34,33721,85
16865,92,33721,8
16866,99,33731,57
16867,62,33731,12
16868,6,33731,98
16869,42,33731,56
16870,93,33731,52
16871,57,33741,76
16872,72,33741,81
16873,12,33741,63
16874,78,33741,21
16875,56,33741,20
16876,7,33751,50
16877,81,33751,76
16878,50,33751,62
16879,98,33751,17
16880,82,33751,77
16881,61,33761,3
16882,61,33761,17
16883,50,33761,1
16884,56,33761,41
16885,37,33761,16
16886,5,33771,82
16887,84,33771,89
16888,43,33771,12
16889,75,33771,6
16890,49,33771,62
16891,79,33781,59
16892,52,33781,92
16893,78,33781,84
16894,37,33781,18
16895,76,33781,63
16896,52,33791,44
16897,12,33791,80
16898,87,33791,34
16899,68,33791,39
16900,47,33791,78
16901,37,33801,53
16902,23,33801,45
16903,46,33801,31
16904,18,33801,42
16905,92,33801,19
16906,94,33811,18
16907,32,33811,59
16908,93,33811,30
16909,63,33811,88
16910,53,33811,55
16911,89,33821,3
16912,7,33821,50
16913,44,33821,64
16914,55,33821,41
16915,6,33821,33
16916,6,33831,13
16917,49,33831,17
16918,62,33831,27
16919,34,33831,43
16920,41,33831,70
16921,71,33841,98
16922,19,33841,41
16923,37,33841,76
16924,67,33841,36
16925,62,33841,11
16926,59,33851,32
16927,75,33851,2
16928,17,33851,1
16929,20,33851,34
16930,61,33851,30
16931,76,33861,71
16932,48,33861,73
16933,21,33861,31
16934,37,33861,20
16935,80,33861,99
16936,48,33871,54
16937,45,33871,89
16938,40,33871,80
16939,78,33871,20
16940,47,33871,17
16941,7,33881,28
16942,48,33881,49
16943,89,33881,71
16944,20,33881,46
16945,87,33881,82
16946,61,33891,33
16947,85,33891,73
16948,64,33891,60
16949,30,33891,88
16950,54,33891,18
16951,2,33901,68
16952,56,33901,76
16953,57,33901,7
16954,15,33901,23
16955,26,33901,87
16956,62,33911,55
16957,63,33911,26
16958,11,33911,49
16959,57,33911,24
16960,95,33911,65
16961,38,33921,18
16962,33,33921,4
16963,24,33921,69
16964,22,33921,66
16965,15,33921,21
16966,15,33931,46
16967,8,33931,59
16968,91,33931,37
16969,89,33931,65
16970,20,33931,72
16971,71,33941,57
16972,70,33941,38
16973,40,33941,43
16974,64,33941,22
16975,28,33941,64
16976,92,33951,74
16977,83,33951,82
16978,32,33951,43
16979,25,33951,22
16980,72,33951,66
16981,6,33961,8
16982,76,33961,63
16983,2,33961,28
16984,56,33961,80
16985,69,33961,18
16986,11,33971,18
16987,10,33971,45
16988,36,33971,39
16989,41,33971,24
16990,59,33971,73
16991,17,33981,80
16992,75,33981,17
16993,54,33981,42
16994,2,33981,47
16995,7,33981,72
16996,18,33991,2
16997,52,33991,53
16998,55,33991,99
16999,6,33991,38
17000,97,33991,56
17001,36,34001,61
17002,88,34001,14
17003,59,34001,3
17004,5,34001,69
17005,80,34001,57
17006,3,34011,53
17007,79,34011,68
17008,16,34011,25
17009,8,34011,10
17010,50,34011,2
17011,68,34021,32
17012,63,34021,81
17013,32,34021,99
17014,9,34021,96
17015,93,34021,75
17016,10,34031,45
17017,74,34031,12
17018,85,34031,91
17019,96,34031,99
17020,49,34031,8
17021,47,34041,35
17022,22,34041,37
17023,32,34041,75
17024,57,34041,70
17025,79,34041,34
17026,87,34051,87
17027,14,34051,54
17028,51,34051,22
17029,17,34051,17
17030,69,34051,31
17031,78,34061,59
17032,13,34061,76
17033,33,34061,60
17034,100,34061,45
17035,87,34061,91
17036,26,34071,79
17037,82,34071,11
17038,80,34071,3
17039,69,34071,61
17040,52,34071,36
17041,100,34081,1
17042,29,34081,2
17043,71,34081,63
17044,93,34081,61
17045,92,34081,26
17046,21,34091,69
17047,81,34091,56
17048,19,34091,22
17049,29,34091,83
17050,47,34091,67
17051,5,34101,83
17052,98,34101,15
17053,33,34101,89
17054,30,34101,52
17055,92,34101,34
17056,17,34111,36
17057,23,34111,73
17058,20,34111,58
17059,3,34111,76
17060,59,34111,19
17061,52,34121,32
17062,23,34121,30
17063,91,34121,50
17064,84,34121,65
17065,41,34121,94
17066,17,34131,55
17067,77,34131,83
17068,39,34131,86
17069,22,34131,38
17070,31,34131,49
17071,29,34141,15
17072,59,34141,43
17073,80,34141,30
17074,90,34141,63
17075,3,34141,54
17076,48,34151,10
17077,1,34151,76
17078,30,34151,42
17079,76,34151,24
17080,72,34151,51
17081,82,34161,50
17082,14,34161,7
17083,29,34161,24
17084,77,34161,90
17085,97,34161,23
17086,13,34171,20
17087,35,34171,38
17088,65,34171,73
17089,49,34171,33
17090,53,34171,55
17091,8,34181,77
17092,83,34181,52
17093,88,34181,62
17094,62,34181,40
17095,31,34181,86
17096,72,34191,11
17097,7,34191,52
17098,42,34191,30
17099,7,34191,83
17100,30,34191,64
17101,10,34201,20
17102,92,34201,23
17103,16,34201,83
17104,57,34201,19
17105,79,34201,13
17106,95,34211,57
17107,31,34211,96
17108,96,34211,64
17109,50,34211,27
17110,1,34211,23
17111,40,34221,26
17112,86,34221,21
17113,20,34221,6
17114,44,34221,72
17115,38,34221,73
17116,39,34231,6
17117,49,34231,17
17118,90,34231,8
17119,4,34231,42
17120,100,34231,20
17121,84,34241,84
17122,6,34241,19
17123,16,34241,38
17124,56,34241,77
17125,40,34241,75
17126,100,34251,12
17127,16,34251,70
17128,16,34251,69
17129,77,34251,60
17130,57,34251,9
17131,95,34261,20
17132,40,34261,13
17133,32,34261,14
17134,98,34261,57
17135,48,34261,65
17136,12,34271,76
17137,66,34271,46
17138,51,34271,65
17139,61,34271,33
17140,72,34271,53
17141,14,34281,14
17142,61,34281,58
17143,83,34281,37
17144,78,34281,5
17145,97,34281,13
17146,18,34291,14
17147,98,34291,43
17148,23,34291,36
17149,44,34291,78
17150,81,34291,39
17151,74,34301,60
17152,42,34301,31
17153,2,34301,10
17154,7,34301,63
17155,60,34301,44
17156,38,34311,55
17157,59,34311,90
17158,48,34311,67
17159,61,34311,54
17160,12,34311,92
17161,92,34321,76
17162,49,34321,69
17163,39,34321,54
17164,54,34321,41
17165,82,34321,36
17166,98,34331,36
17167,44,34331,65
17168,68,34331,82
17169,92,34331,40
17170,59,34331,35
17171,33,34341,37
17172,50,34341,2
17173,24,34341,82
17174,4,34341,46
17175,92,34341,24
17176,15,34351,69
17177,64,34351,41
17178,24,34351,51
17179,59,34351,15
17180,46,34351,46
17181,32,34361,2
17182,72,34361,83
17183,79,34361,71
17184,30,34361,21
17185,81,34361,93
17186,46,34371,87
17187,6,34371,4
17188,71,34371,70
17189,8,34371,20
17190,63,34371,34
17191,96,34381,92
17192,11,34381,15
17193,50,34381,76
17194,21,34381,56
17195,83,34381,79
17196,51,34391,70
17197,51,34391,34
17198,26,34391,90
17199,54,34391,52
17200,86,34391,79
17201,36,34401,91
17202,38,34401,14
17203,39,34401,36
17204,60,34401,16
17205,31,34401,13
17206,75,34411,94
17207,81,34411,46
17208,17,34411,99
17209,7,34411,4
17210,29,34411,59
17211,99,34421,79
17212,34,34421,1
17213,97,34421,75
17214,38,34421,59
17215,54,34421,33
17216,18,34431,67
17217,20,34431,11
17218,80,34431,57
17219,3,34431,10
17220,88,34431,68
17221,67,34441,96
17222,18,34441,90
17223,23,34441,25
17224,5,34441,75
17225,61,34441,8
17226,13,34451,26
17227,29,34451,18
17228,66,34451,91
17229,22,34451,50
17230,13,34451,8
17231,6,34461,3
17232,21,34461,61
17233,27,34461,71
17234,9,34461,47
17235,61,34461,27
17236,97,34471,52
17237,17,34471,7
17238,85,34471,82
17239,91,34471,18
17240,36,34471,63
17241,23,34481,95
17242,73,34481,66
17243,60,34481,3
17244,73,34481,94
17245,51,34481,83
17246,94,34491,91
17247,44,34491,31
17248,40,34491,46
17249,11,34491,7
17250,91,34491,96
17251,42,34501,75
17252,43,34501,29
17253,93,34501,63
17254,84,34501,52
17255,90,34501,66
17256,9,34511,83
17257,61,34511,45
17258,15,34511,58
17259,84,34511,13
17260,83,34511,34
17261,76,34521,35
17262,80,34521,22
17263,71,34521,30
17264,78,34521,32
17265,40,34521,99
17266,99,34531,68
17267,92,34531,45
17268,100,34531,71
17269,72,34531,13
17270,59,34531,61
17271,30,34541,51
17272,11,34541,91
17273,73,34541,57
17274,45,34541,1
17275,27,34541,68
17276,54,34551,54
17277,48,34551,95
17278,10,34551,11
17279,82,34551,78
17280,95,34551,84
17281,77,34561,97
17282,96,34561,46
17283,6,34561,44
17284,69,34561,3
17285,98,34561,49
17286,13,34571,83
17287,63,34571,48
17288,92,34571,20
17289,41,34571,36
17290,61,34571,37
17291,25,34581,48
17292,67,34581,79
17293,77,34581,96
17294,35,34581,82
17295,51,34581,47
17296,68,34591,67
17297,25,34591,3
17298,41,34591,4
17299,100,34591,89
17300,41,34591,43
17301,84,34601,72
17302,94,34601,16
17303,63,34601,83
17304,52,34601,63
17305,22,34601,35
17306,54,34611,16
17307,7,34611,26
17308,97,34611,81
17309,39,34611,37
17310,54,34611,49
17311,21,34621,40
17312,67,34621,15
17313,49,34621,18
17314,9,34621,92
17315,9,34621,37
17316,2,34631,49
17317,72,34631,53
17318,43,34631,71
17319,77,34631,88
17320,51,34631,89
17321,41,34641,17
17322,22,34641,19
17323,29,34641,18
17324,91,34641,50
17325,61,34641,42
17326,53,34651,49
17327,29,34651,20
17328,35,34651,38
17329,23,34651,19
17330,95,34651,1
17331,94,34661,15
17332,53,34661,40
17333,98,34661,97
17334,6,34661,33
17335,10,34661,66
17336,91,34671,71
17337,1,34671,95
17338,12,34671,5
17339,65,34671,49
17340,28,34671,37
17341,9,34681,31
17342,75,34681,24
17343,96,34681,83
17344,29,34681,28
17345,75,34681,27
17346,20,34691,83
17347,61,34691,47
17348,58,34691,73
17349,76,34691,35
17350,91,34691,18
17351,58,34701,73
17352,89,34701,78
17353,62,34701,66
17354,27,34701,93
17355,55,34701,39
17356,95,34711,58
17357,25,34711,72
17358,16,34711,27
17359,1,34711,11
17360,30,34711,54
17361,61,34721,27
17362,97,34721,61
17363,66,34721,21
17364,8,34721,37
17365,2,34721,99
17366,20,34731,36
17367,76,34731,71
17368,67,34731,16
17369,77,34731,70
17370,56,34731,83
17371,84,34741,86
17372,90,34741,4
17373,6,34741,48
17374,92,34741,94
17375,65,34741,91
17376,26,34751,58
17377,56,34751,36
17378,92,34751,45
17379,81,34751,29
17380,34,34751,74
17381,24,34761,15
17382,83,34761,3
17383,62,34761,45
17384,41,34761,55
17385,56,34761,35
17386,45,34771,39
17387,30,34771,88
17388,10,34771,4
17389,100,34771,31
17390,50,34771,35
17391,75,34781,34
17392,61,34781,89
17393,25,34781,97
17394,67,34781,79
17395,49,34781,17
17396,33,34791,27
17397,8,34791,34
17398,36,34791,82
17399,47,34791,32
17400,35,34791,19
17401,3,34801,95
17402,81,34801,81
17403,59,34801,50
17404,27,34801,94
17405,90,34801,89
17406,39,34811,73
17407,63,34811,2
17408,8,34811,9
17409,91,34811,48
17410,96,34811,46
17411,17,34821,21
17412,50,34821,36
17413,17,34821,58
17414,74,34821,82
17415,89,34821,64
17416,37,34831,78
17417,72,34831,94
17418,18,34831,50
17419,87,34831,81
17420,70,34831,84
17421,15,34841,7
17422,89,34841,50
17423,6,34841,3
17424,42,34841,9
17425,22,34841,71
17426,97,34851,94
17427,61,34851,54
17428,64,34851,28
17429,62,34851,63
17430,61,34851,22
17431,31,34861,96
17432,81,34861,12
17433,52,34861,6
17434,68,34861,1
17435,39,34861,69
17436,90,34871,51
17437,58,34871,86
17438,91,34871,61
17439,5,34871,69
17440,61,34871,20
17441,8,34881,52
17442,35,34881,17
17443,68,34881,74
17444,45,34881,54
17445,48,34881,36
17446,20,34891,62
17447,14,34891,39
17448,5,34891,98
17449,14,34891,38
17450,98,34891,97
17451,24,34901,14
17452,20,34901,84
17453,90,34901,95
17454,3,34901,6
17455,35,34901,13
17456,39,34911,94
17457,39,34911,64
17458,8,34911,63
17459,16,34911,93
17460,21,34911,44
17461,84,34921,28
17462,31,34921,11
17463,26,34921,80
17464,25,34921,91
17465,62,34921,70
17466,35,34931,7
17467,31,34931,54
17468,66,34931,53
17469,7,34931,27
17470,61,34931,26
17471,21,34941,65
17472,82,34941,59
17473,42,34941,74
17474,36,34941,56
17475,18,34941,23
17476,56,34951,19
17477,26,34951,65
17478,38,34951,61
17479,61,34951,30
17480,1,34951,9
17481,66,34961,5
17482,60,34961,79
17483,25,34961,76
17484,54,34961,21
17485,49,34961,38
17486,97,34971,12
17487,9,34971,63
17488,97,34971,24
17489,35,34971,13
17490,28,34971,58
17491,73,34981,73
17492,41,34981,47
17493,78,34981,22
17494,80,34981,72
17495,18,34981,32
17496,85,34991,88
17497,80,34991,84
17498,11,34991,60
17499,80,34991,26
17500,39,34991,68
17501,55,35001,22
17502,82,35001,84
17503,63,35001,5
17504,86,35001,57
17505,6,35001,37
17506,3,35011,74
17507,86,35011,65
17508,34,35011,24
17509,66,35011,38
17510,63,35011,36
17511,38,35021,39
17512,10,35021,6
17513,15,35021,57
