oid,sid,time,contact_mac
3440,517,6871,98
3441,514,6881,66
3442,526,6881,97
3443,587,6881,22
3444,535,6881,78
3445,589,6881,98
3446,563,6891,5
3447,598,6891,17
3448,527,6891,24
3449,565,6891,98
3450,579,6891,83
3451,524,6901,37
3452,600,6901,54
3453,594,6901,64
3454,598,6901,7
3455,598,6901,20
3456,501,6911,61
3457,538,6911,76
3458,524,6911,25
3459,535,6911,79
3460,591,6911,35
3461,518,6921,79
3462,544,6921,96
3463,545,6921,86
3464,530,6921,18
3465,596,6921,66
3466,543,6931,73
3467,512,6931,81
3468,502,6931,8
3469,540,6931,49
3470,565,6931,95
3471,501,6941,39
3472,524,6941,15
3473,511,6941,3
3474,510,6941,16
3475,547,6941,10
3476,538,6951,19
3477,563,6951,97
3478,572,6951,44
3479,515,6951,58
3480,585,6951,48
3481,511,6961,30
3482,550,6961,26
3483,519,6961,1
3484,589,6961,58
3485,600,6961,90
3486,575,6971,77
3487,596,6971,13
3488,527,6971,89
3489,598,6971,27
3490,599,6971,2
3491,588,6981,80
3492,553,6981,49
3493,581,6981,40
3494,514,6981,94
3495,559,6981,68
3496,557,6991,56
3497,526,6991,75
3498,568,6991,63
3499,578,6991,98
3500,581,6991,65
3501,587,7001,66
3502,579,7001,68
3503,534,7001,47
3504,536,7001,5
3505,584,7001,78
3506,558,7011,23
3507,588,7011,29
3508,528,7011,57
3509,563,7011,87
3510,517,7011,63
3511,540,7021,41
3512,563,7021,52
3513,564,7021,4
3514,567,7021,49
3515,556,7021,5
3516,503,7031,75
3517,600,7031,72
3518,567,7031,13
3519,577,7031,8
3520,585,7031,28
3521,574,7041,31
3522,573,7041,64
3523,583,7041,99
3524,563,7041,46
3525,588,7041,61
3526,584,7051,30
3527,531,7051,35
3528,572,7051,50
3529,559,7051,34
3530,560,7051,37
3531,527,7061,57
3532,563,7061,78
3533,521,7061,14
3534,519,7061,74
3535,540,7061,17
3536,545,7071,94
3537,597,7071,22
3538,535,7071,1
3539,584,7071,8
3540,557,7071,73
3541,516,7081,42
3542,571,7081,51
3543,525,7081,30
3544,527,7081,14
3545,551,7081,71
3546,550,7091,42
3547,540,7091,67
3548,551,7091,63
3549,598,7091,37
3550,578,7091,29
3551,595,7101,74
3552,507,7101,20
3553,598,7101,17
3554,547,7101,3
3555,539,7101,67
3556,513,7111,16
3557,520,7111,94
3558,556,7111,78
3559,591,7111,33
3560,541,7111,29
3561,560,7121,85
3562,591,7121,45
3563,596,7121,97
3564,593,7121,90
3565,537,7121,76
3566,511,7131,1
3567,563,7131,34
3568,557,7131,11
3569,502,7131,10
3570,588,7131,71
3571,588,7141,89
3572,519,7141,65
3573,541,7141,38
3574,520,7141,68
3575,549,7141,19
3576,505,7151,62
3577,520,7151,36
3578,597,7151,87
3579,576,7151,13
3580,576,7151,38
3581,533,7161,32
3582,522,7161,19
3583,589,7161,48
3584,516,7161,4
3585,566,7161,44
3586,574,7171,74
3587,509,7171,5
3588,558,7171,22
3589,551,7171,21
3590,541,7171,46
3591,503,7181,46
3592,599,7181,8
3593,543,7181,83
3594,548,7181,63
3595,505,7181,76
3596,518,7191,3
3597,505,7191,45
3598,583,7191,86
3599,534,7191,10
3600,537,7191,53
3601,529,7201,73
3602,526,7201,11
3603,598,7201,24
3604,501,7201,8
3605,505,7201,21
3606,582,7211,75
3607,534,7211,89
3608,502,7211,10
3609,505,7211,31
3610,514,7211,12
3611,559,7221,81
3612,551,7221,28
3613,567,7221,14
3614,513,7221,15
3615,546,7221,50
3616,595,7231,72
3617,565,7231,9
3618,509,7231,67
3619,598,7231,23
3620,585,7231,93
3621,540,7241,59
3622,515,7241,36
3623,582,7241,51
3624,578,7241,14
3625,512,7241,75
3626,576,7251,71
3627,587,7251,26
3628,544,7251,81
3629,591,7251,45
3630,560,7251,82
3631,506,7261,13
3632,571,7261,63
3633,529,7261,23
3634,545,7261,39
3635,543,7261,38
3636,590,7271,73
3637,522,7271,67
3638,586,7271,13
3639,530,7271,57
3640,580,7271,15
3641,505,7281,92
3642,530,7281,2
3643,529,7281,45
3644,597,7281,72
3645,503,7281,77
3646,514,7291,34
3647,568,7291,67
3648,573,7291,56
3649,578,7291,64
3650,549,7291,93
3651,518,7301,89
3652,574,7301,34
3653,589,7301,66
3654,530,7301,61
3655,562,7301,63
3656,570,7311,46
3657,503,7311,68
3658,596,7311,45
3659,530,7311,39
3660,522,7311,70
3661,592,7321,84
3662,551,7321,70
3663,503,7321,16
3664,544,7321,9
3665,559,7321,69
3666,556,7331,44
3667,551,7331,94
3668,600,7331,32
3669,581,7331,16
3670,580,7331,60
3671,567,7341,32
3672,586,7341,31
3673,586,7341,7
3674,574,7341,38
3675,529,7341,21
3676,584,7351,36
3677,518,7351,56
3678,554,7351,31
3679,558,7351,85
3680,509,7351,62
3681,571,7361,44
3682,534,7361,52
3683,533,7361,34
3684,502,7361,70
3685,545,7361,26
3686,573,7371,19
3687,525,7371,53
3688,569,7371,80
3689,583,7371,37
3690,523,7371,31
3691,512,7381,79
3692,580,7381,23
3693,583,7381,76
3694,513,7381,25
3695,575,7381,65
3696,527,7391,28
3697,547,7391,76
3698,529,7391,71
3699,565,7391,84
3700,581,7391,35
3701,539,7401,66
3702,586,7401,69
3703,516,7401,38
3704,501,7401,73
3705,578,7401,41
3706,534,7411,82
3707,512,7411,22
3708,538,7411,63
3709,543,7411,75
3710,514,7411,98
3711,598,7421,70
3712,551,7421,9
3713,534,7421,86
3714,561,7421,54
3715,550,7421,37
3716,588,7431,48
3717,545,7431,52
3718,514,7431,73
3719,533,7431,13
3720,520,7431,79
3721,598,7441,8
3722,520,7441,71
3723,539,7441,3
3724,510,7441,48
3725,591,7441,30
3726,574,7451,81
3727,560,7451,90
3728,542,7451,24
3729,582,7451,2
3730,527,7451,78
3731,600,7461,23
3732,527,7461,29
3733,510,7461,10
3734,508,7461,92
3735,541,7461,45
3736,570,7471,81
3737,596,7471,42
3738,546,7471,78
3739,516,7471,34
3740,584,7471,56
3741,575,7481,19
3742,524,7481,93
3743,570,7481,9
3744,554,7481,40
3745,577,7481,84
3746,523,7491,43
3747,593,7491,40
3748,571,7491,10
3749,546,7491,24
3750,551,7491,55
3751,597,7501,13
3752,558,7501,10
3753,589,7501,25
3754,508,7501,40
3755,529,7501,67
3756,509,7511,36
3757,517,7511,95
3758,581,7511,52
3759,520,7511,44
3760,579,7511,34
3761,513,7521,72
3762,568,7521,1
3763,501,7521,60
3764,581,7521,94
3765,596,7521,39
3766,592,7531,78
3767,552,7531,8
3768,545,7531,34
3769,551,7531,87
3770,584,7531,36
3771,525,7541,10
3772,574,7541,16
3773,570,7541,35
3774,570,7541,48
3775,569,7541,27
3776,518,7551,61
3777,517,7551,16
3778,569,7551,90
3779,592,7551,35
3780,574,7551,96
3781,543,7561,69
3782,517,7561,11
3783,542,7561,63
3784,573,7561,84
3785,519,7561,61
3786,538,7571,38
3787,512,7571,15
3788,592,7571,19
3789,568,7571,24
3790,529,7571,93
3791,542,7581,37
3792,526,7581,62
3793,504,7581,10
3794,594,7581,27
3795,539,7581,78
3796,572,7591,46
3797,573,7591,8
3798,545,7591,69
3799,550,7591,85
3800,517,7591,58
3801,575,7601,43
3802,532,7601,80
3803,567,7601,97
3804,563,7601,85
3805,569,7601,65
3806,577,7611,52
3807,597,7611,61
3808,589,7611,92
3809,502,7611,58
3810,587,7611,71
3811,567,7621,62
3812,582,7621,11
3813,555,7621,24
3814,565,7621,59
3815,518,7621,29
3816,517,7631,4
3817,544,7631,90
3818,567,7631,34
3819,592,7631,59
3820,571,7631,72
3821,530,7641,30
3822,547,7641,82
3823,590,7641,47
3824,514,7641,40
3825,536,7641,26
3826,569,7651,32
3827,565,7651,6
3828,541,7651,22
3829,570,7651,40
3830,569,7651,96
3831,510,7661,89
3832,597,7661,40
3833,554,7661,74
3834,573,7661,35
3835,518,7661,60
3836,585,7671,54
3837,537,7671,39
3838,580,7671,62
3839,569,7671,91
3840,597,7671,67
3841,597,7681,74
3842,576,7681,5
3843,554,7681,94
3844,509,7681,18
3845,555,7681,19
3846,524,7691,3
3847,505,7691,59
3848,596,7691,84
3849,552,7691,57
3850,583,7691,58
3851,519,7701,39
3852,574,7701,89
3853,591,7701,66
3854,525,7701,18
3855,549,7701,98
3856,556,7711,49
3857,559,7711,90
3858,560,7711,83
3859,542,7711,39
3860,523,7711,2
3861,577,7721,7
3862,571,7721,92
3863,544,7721,50
3864,516,7721,1
3865,584,7721,94
3866,591,7731,86
3867,582,7731,83
3868,572,7731,55
3869,599,7731,75
3870,579,7731,40
3871,594,7741,11
3872,588,7741,7
3873,576,7741,48
3874,555,7741,10
3875,520,7741,26
3876,529,7751,7
3877,592,7751,21
3878,517,7751,67
3879,504,7751,1
3880,584,7751,54
3881,506,7761,80
3882,583,7761,62
3883,568,7761,10
3884,598,7761,64
3885,542,7761,69
3886,504,7771,94
3887,544,7771,33
3888,561,7771,13
3889,596,7771,79
3890,535,7771,66
3891,577,7781,78
3892,502,7781,27
3893,565,7781,54
3894,580,7781,44
3895,505,7781,55
3896,582,7791,19
3897,511,7791,13
3898,578,7791,42
3899,567,7791,77
3900,563,7791,43
3901,569,7801,42
3902,592,7801,19
3903,523,7801,37
3904,597,7801,59
3905,501,7801,53
3906,562,7811,80
3907,592,7811,73
3908,588,7811,25
3909,577,7811,63
3910,567,7811,44
3911,564,7821,54
3912,525,7821,1
3913,560,7821,42
3914,518,7821,86
3915,524,7821,61
3916,501,7831,80
3917,549,7831,47
3918,575,7831,98
3919,553,7831,96
3920,574,7831,53
3921,548,7841,49
3922,581,7841,88
3923,509,7841,32
3924,504,7841,14
3925,514,7841,17
3926,530,7851,15
3927,520,7851,56
3928,596,7851,84
3929,514,7851,14
3930,509,7851,97
3931,600,7861,81
3932,559,7861,73
3933,507,7861,22
3934,530,7861,86
3935,595,7861,72
3936,544,7871,82
3937,569,7871,9
3938,562,7871,68
3939,549,7871,56
3940,508,7871,98
3941,513,7881,49
3942,542,7881,80
3943,585,7881,30
3944,587,7881,2
3945,512,7881,12
3946,577,7891,15
3947,539,7891,78
3948,570,7891,26
3949,514,7891,43
3950,579,7891,94
3951,511,7901,15
3952,576,7901,14
3953,527,7901,72
3954,593,7901,18
3955,539,7901,36
3956,501,7911,78
3957,597,7911,43
3958,588,7911,8
3959,514,7911,19
3960,593,7911,18
3961,531,7921,37
3962,543,7921,64
3963,558,7921,87
3964,518,7921,19
3965,549,7921,30
3966,517,7931,6
3967,514,7931,3
3968,581,7931,4
3969,583,7931,47
3970,501,7931,45
3971,594,7941,96
3972,565,7941,57
3973,571,7941,89
3974,560,7941,86
3975,529,7941,45
3976,560,7951,5
3977,508,7951,40
3978,540,7951,11
3979,503,7951,12
3980,569,7951,28
3981,530,7961,22
3982,584,7961,75
3983,572,7961,54
3984,541,7961,39
3985,524,7961,6
3986,520,7971,19
3987,541,7971,34
3988,598,7971,5
3989,504,7971,67
3990,542,7971,20
3991,554,7981,73
3992,511,7981,67
3993,569,7981,38
3994,547,7981,95
3995,510,7981,75
3996,512,7991,95
3997,554,7991,23
3998,571,7991,50
3999,567,7991,55
4000,560,7991,86
4001,582,8001,67
4002,515,8001,71
4003,535,8001,13
4004,516,8001,14
4005,541,8001,89
4006,556,8011,44
4007,521,8011,49
4008,567,8011,75
4009,590,8011,60
4010,531,8011,1
4011,576,8021,18
4012,517,8021,48
4013,515,8021,77
4014,545,8021,7
4015,596,8021,71
4016,596,8031,36
4017,573,8031,9
4018,536,8031,87
4019,515,8031,40
4020,568,8031,43
4021,594,8041,53
4022,557,8041,40
4023,502,8041,82
4024,583,8041,28
4025,562,8041,96
4026,592,8051,45
4027,515,8051,58
4028,585,8051,23
4029,572,8051,89
4030,526,8051,73
4031,553,8061,94
4032,591,8061,53
4033,564,8061,76
4034,572,8061,15
4035,513,8061,37
4036,528,8071,33
4037,537,8071,9
4038,521,8071,14
4039,534,8071,25
4040,574,8071,48
4041,590,8081,20
4042,570,8081,14
4043,560,8081,24
4044,525,8081,40
4045,588,8081,79
4046,512,8091,87
4047,538,8091,30
4048,584,8091,39
4049,592,8091,37
4050,535,8091,60
4051,595,8101,99
4052,597,8101,28
4053,537,8101,48
4054,520,8101,66
4055,518,8101,5
4056,516,8111,67
4057,504,8111,51
4058,518,8111,75
4059,544,8111,48
4060,514,8111,18
4061,593,8121,67
4062,544,8121,87
4063,508,8121,82
4064,574,8121,30
4065,514,8121,98
4066,570,8131,22
4067,568,8131,70
4068,588,8131,81
4069,576,8131,40
4070,538,8131,30
4071,589,8141,3
4072,594,8141,93
4073,526,8141,13
4074,536,8141,58
4075,547,8141,41
4076,532,8151,71
4077,510,8151,75
4078,584,8151,60
4079,527,8151,81
4080,505,8151,76
4081,569,8161,11
4082,558,8161,3
4083,572,8161,89
4084,600,8161,73
4085,547,8161,82
4086,563,8171,47
4087,559,8171,58
4088,600,8171,13
4089,558,8171,49
4090,524,8171,20
4091,595,8181,55
4092,515,8181,31
4093,555,8181,92
4094,502,8181,38
4095,533,8181,35
4096,583,8191,23
4097,588,8191,57
4098,574,8191,90
4099,559,8191,82
4100,582,8191,31
4101,511,8201,48
4102,520,8201,99
4103,595,8201,86
4104,523,8201,91
4105,546,8201,22
4106,593,8211,71
4107,501,8211,49
4108,557,8211,63
4109,576,8211,37
4110,577,8211,35
4111,514,8221,17
4112,574,8221,24
4113,501,8221,12
4114,569,8221,31
4115,596,8221,57
4116,576,8231,14
4117,551,8231,18
4118,501,8231,67
4119,509,8231,93
4120,564,8231,36
4121,514,8241,48
4122,562,8241,74
4123,573,8241,22
4124,521,8241,27
4125,507,8241,98
4126,504,8251,32
4127,598,8251,85
4128,552,8251,49
4129,590,8251,13
4130,582,8251,28
4131,546,8261,96
4132,529,8261,43
4133,554,8261,98
4134,510,8261,77
4135,568,8261,31
4136,541,8271,42
4137,510,8271,17
4138,579,8271,75
4139,553,8271,72
4140,519,8271,11
4141,600,8281,6
4142,542,8281,46
4143,519,8281,58
4144,532,8281,48
4145,501,8281,42
4146,584,8291,24
4147,542,8291,74
4148,534,8291,85
4149,588,8291,79
4150,579,8291,55
4151,594,8301,22
4152,525,8301,25
4153,569,8301,9
4154,581,8301,18
4155,537,8301,29
4156,517,8311,60
4157,598,8311,84
4158,541,8311,56
4159,594,8311,42
4160,510,8311,12
4161,558,8321,70
4162,568,8321,10
4163,551,8321,35
4164,551,8321,27
4165,520,8321,59
4166,551,8331,63
4167,534,8331,54
4168,516,8331,55
4169,568,8331,6
4170,549,8331,66
4171,561,8341,9
4172,503,8341,87
4173,528,8341,50
4174,510,8341,35
4175,599,8341,38
4176,589,8351,8
4177,586,8351,4
4178,541,8351,55
4179,574,8351,57
4180,563,8351,51
4181,574,8361,11
4182,548,8361,28
4183,567,8361,34
4184,546,8361,3
4185,550,8361,51
4186,533,8371,61
4187,522,8371,13
4188,587,8371,4
4189,575,8371,37
4190,512,8371,99
4191,516,8381,76
4192,515,8381,58
4193,541,8381,3
4194,568,8381,23
4195,566,8381,96
4196,534,8391,55
4197,569,8391,96
4198,563,8391,42
4199,540,8391,80
4200,554,8391,3
4201,522,8401,73
4202,572,8401,74
4203,537,8401,53
4204,568,8401,10
4205,538,8401,40
4206,511,8411,58
4207,554,8411,76
4208,527,8411,95
4209,524,8411,74
4210,520,8411,35
4211,512,8421,37
4212,549,8421,9
4213,520,8421,36
4214,566,8421,1
4215,599,8421,78
4216,515,8431,17
4217,549,8431,40
4218,577,8431,37
4219,600,8431,92
4220,548,8431,68
4221,563,8441,46
4222,504,8441,44
4223,565,8441,62
4224,550,8441,14
4225,585,8441,43
4226,504,8451,53
4227,590,8451,3
4228,569,8451,98
4229,594,8451,44
4230,511,8451,63
4231,580,8461,51
4232,521,8461,33
4233,552,8461,61
4234,517,8461,98
4235,525,8461,87
4236,538,8471,31
4237,502,8471,10
4238,570,8471,89
4239,580,8471,48
4240,546,8471,96
4241,573,8481,8
4242,529,8481,68
4243,553,8481,35
4244,522,8481,66
4245,561,8481,48
4246,511,8491,42
4247,506,8491,97
4248,506,8491,94
4249,600,8491,24
4250,573,8491,59
4251,592,8501,40
4252,526,8501,44
4253,504,8501,96
4254,543,8501,16
4255,565,8501,82
4256,526,8511,84
4257,520,8511,11
4258,597,8511,47
4259,595,8511,97
4260,596,8511,60
4261,547,8521,1
4262,599,8521,72
4263,535,8521,24
4264,583,8521,51
4265,528,8521,49
4266,545,8531,79
4267,514,8531,49
4268,566,8531,9
4269,552,8531,92
4270,522,8531,57
4271,562,8541,59
4272,504,8541,8
4273,600,8541,16
4274,588,8541,1
4275,572,8541,23
4276,559,8551,46
4277,600,8551,24
4278,567,8551,77
4279,560,8551,62
4280,554,8551,34
4281,586,8561,77
4282,544,8561,1
4283,518,8561,59
4284,585,8561,57
4285,540,8561,19
4286,522,8571,43
4287,530,8571,10
4288,548,8571,40
4289,507,8571,26
4290,597,8571,51
4291,515,8581,11
4292,533,8581,65
4293,563,8581,83
4294,579,8581,61
4295,587,8581,51
4296,517,8591,63
4297,510,8591,78
4298,586,8591,16
4299,544,8591,49
4300,563,8591,41
4301,555,8601,52
4302,503,8601,63
4303,550,8601,85
4304,569,8601,35
4305,504,8601,5
4306,542,8611,79
4307,505,8611,86
4308,549,8611,18
4309,515,8611,7
4310,538,8611,37
4311,519,8621,16
4312,528,8621,63
4313,570,8621,7
4314,556,8621,65
4315,551,8621,57
4316,587,8631,20
4317,517,8631,1
4318,542,8631,45
4319,517,8631,79
4320,591,8631,32
4321,504,8641,13
4322,527,8641,52
4323,505,8641,11
4324,536,8641,54
4325,582,8641,45
4326,503,8651,5
4327,530,8651,63
4328,539,8651,70
4329,569,8651,56
4330,539,8651,37
4331,558,8661,61
4332,526,8661,46
4333,600,8661,78
4334,560,8661,48
4335,522,8661,12
4336,532,8671,40
4337,563,8671,60
4338,582,8671,18
4339,537,8671,15
4340,514,8671,84
4341,586,8681,46
4342,523,8681,19
4343,580,8681,82
4344,544,8681,94
4345,563,8681,64
4346,554,8691,38
4347,578,8691,14
4348,594,8691,40
4349,519,8691,10
4350,503,8691,58
4351,519,8701,83
4352,594,8701,48
4353,559,8701,70
4354,591,8701,95
4355,535,8701,62
4356,510,8711,67
4357,543,8711,95
4358,522,8711,32
4359,575,8711,88
4360,559,8711,82
4361,514,8721,23
4362,522,8721,27
4363,581,8721,94
4364,510,8721,76
4365,567,8721,46
4366,564,8731,19
4367,519,8731,20
4368,557,8731,73
4369,599,8731,28
4370,502,8731,13
4371,579,8741,2
4372,574,8741,58
4373,561,8741,64
4374,591,8741,21
4375,544,8741,1
4376,554,8751,73
4377,529,8751,9
4378,587,8751,48
4379,565,8751,35
4380,543,8751,24
4381,558,8761,90
4382,535,8761,32
4383,585,8761,68
4384,555,8761,62
4385,508,8761,7
4386,542,8771,47
4387,578,8771,56
4388,562,8771,77
4389,532,8771,69
4390,573,8771,96
4391,540,8781,2
4392,592,8781,5
4393,542,8781,72
4394,562,8781,42
4395,570,8781,6
4396,583,8791,28
4397,536,8791,24
4398,586,8791,21
4399,576,8791,61
4400,551,8791,74
4401,575,8801,26
4402,592,8801,28
4403,541,8801,86
4404,502,8801,95
4405,512,8801,36
4406,575,8811,6
4407,569,8811,16
4408,564,8811,33
4409,522,8811,92
4410,565,8811,34
4411,515,8821,50
4412,513,8821,9
4413,585,8821,36
4414,571,8821,55
4415,576,8821,13
4416,594,8831,31
4417,596,8831,35
4418,557,8831,39
4419,536,8831,19
4420,569,8831,68
4421,506,8841,79
4422,556,8841,52
4423,503,8841,84
4424,582,8841,14
4425,552,8841,64
4426,557,8851,38
4427,520,8851,68
4428,513,8851,25
4429,562,8851,87
4430,524,8851,88
4431,514,8861,6
4432,570,8861,68
4433,576,8861,97
4434,545,8861,24
4435,574,8861,95
4436,597,8871,32
4437,525,8871,17
4438,576,8871,48
4439,521,8871,63
4440,527,8871,82
4441,525,8881,37
4442,523,8881,3
4443,514,8881,9
4444,517,8881,26
4445,511,8881,91
4446,550,8891,40
4447,513,8891,17
4448,598,8891,42
4449,538,8891,14
4450,530,8891,85
4451,548,8901,66
4452,562,8901,9
4453,558,8901,45
4454,546,8901,49
4455,516,8901,30
4456,543,8911,43
4457,562,8911,24
4458,593,8911,11
4459,583,8911,44
4460,506,8911,90
4461,544,8921,71
4462,549,8921,51
4463,579,8921,33
4464,563,8921,1
4465,547,8921,46
4466,546,8931,33
4467,528,8931,2
4468,531,8931,46
4469,582,8931,35
4470,584,8931,79
4471,593,8941,55
4472,566,8941,85
4473,570,8941,40
4474,589,8941,3
4475,559,8941,92
4476,563,8951,98
4477,584,8951,84
4478,546,8951,26
4479,596,8951,71
4480,570,8951,89
4481,534,8961,81
4482,507,8961,83
4483,540,8961,85
4484,527,8961,99
4485,531,8961,59
4486,591,8971,97
4487,557,8971,7
4488,574,8971,56
4489,572,8971,33
4490,561,8971,99
4491,517,8981,91
4492,556,8981,26
4493,503,8981,80
4494,505,8981,88
4495,583,8981,51
4496,526,8991,93
4497,567,8991,26
4498,567,8991,33
4499,527,8991,3
4500,521,8991,15
4501,562,9001,85
4502,577,9001,16
4503,585,9001,47
4504,528,9001,65
4505,570,9001,61
4506,554,9011,4
4507,535,9011,3
4508,563,9011,27
4509,551,9011,44
4510,597,9011,22
4511,577,9021,53
4512,514,9021,2
4513,535,9021,36
4514,578,9021,96
4515,583,9021,40
4516,508,9031,63
4517,547,9031,53
4518,573,9031,20
4519,600,9031,71
4520,596,9031,6
4521,511,9041,28
4522,549,9041,3
4523,587,9041,82
4524,537,9041,45
4525,532,9041,19
4526,598,9051,71
4527,522,9051,38
4528,568,9051,7
4529,552,9051,41
4530,517,9051,21
4531,527,9061,54
4532,519,9061,21
4533,527,9061,67
4534,552,9061,48
4535,578,9061,38
4536,507,9071,3
4537,590,9071,50
4538,534,9071,6
4539,543,9071,49
4540,532,9071,33
4541,545,9081,74
4542,501,9081,65
4543,597,9081,21
4544,599,9081,72
4545,566,9081,71
4546,588,9091,96
4547,566,9091,53
4548,541,9091,83
4549,528,9091,19
4550,519,9091,82
4551,561,9101,32
4552,533,9101,86
4553,501,9101,48
4554,539,9101,50
4555,588,9101,97
4556,522,9111,61
4557,595,9111,6
4558,571,9111,4
4559,526,9111,41
4560,550,9111,96
4561,577,9121,45
4562,529,9121,11
4563,550,9121,95
4564,585,9121,55
4565,565,9121,63
4566,525,9131,16
4567,589,9131,44
4568,525,9131,5
4569,517,9131,85
4570,509,9131,8
4571,507,9141,37
4572,543,9141,92
4573,571,9141,17
4574,583,9141,60
4575,524,9141,53
4576,502,9151,56
4577,588,9151,64
4578,506,9151,8
4579,556,9151,68
4580,549,9151,88
4581,560,9161,59
4582,576,9161,25
4583,576,9161,37
4584,517,9161,47
4585,589,9161,74
4586,542,9171,50
4587,543,9171,28
4588,523,9171,31
4589,525,9171,8
4590,599,9171,16
4591,597,9181,4
4592,580,9181,11
4593,538,9181,94
4594,540,9181,17
4595,547,9181,47
4596,573,9191,71
4597,577,9191,69
4598,552,9191,90
4599,563,9191,61
4600,522,9191,17
4601,581,9201,14
4602,544,9201,81
4603,547,9201,8
4604,550,9201,98
4605,588,9201,11
4606,594,9211,45
4607,546,9211,22
4608,508,9211,15
4609,591,9211,54
4610,563,9211,34
4611,543,9221,56
4612,529,9221,39
4613,520,9221,9
4614,516,9221,78
4615,513,9221,96
4616,532,9231,4
4617,509,9231,91
4618,599,9231,17
4619,512,9231,99
4620,582,9231,63
4621,522,9241,6
4622,532,9241,23
4623,597,9241,45
4624,541,9241,16
4625,519,9241,5
4626,567,9251,7
4627,591,9251,15
4628,560,9251,52
4629,558,9251,85
4630,564,9251,90
4631,578,9261,5
4632,559,9261,93
4633,558,9261,29
4634,556,9261,94
4635,526,9261,18
4636,548,9271,33
4637,583,9271,50
4638,568,9271,47
4639,540,9271,11
4640,567,9271,35
4641,522,9281,55
4642,508,9281,3
4643,568,9281,42
4644,589,9281,13
4645,580,9281,27
4646,506,9291,6
4647,547,9291,14
4648,562,9291,2
4649,553,9291,29
4650,508,9291,4
4651,550,9301,19
4652,572,9301,47
4653,502,9301,58
4654,526,9301,39
4655,546,9301,91
4656,545,9311,30
4657,511,9311,70
4658,567,9311,27
4659,578,9311,4
4660,518,9311,9
4661,579,9321,31
4662,515,9321,13
4663,588,9321,35
4664,563,9321,66
4665,597,9321,93
4666,557,9331,92
4667,584,9331,47
4668,521,9331,71
4669,574,9331,60
4670,506,9331,73
4671,540,9341,29
4672,581,9341,58
4673,567,9341,50
4674,538,9341,68
4675,528,9341,11
4676,525,9351,93
4677,534,9351,63
4678,537,9351,57
4679,599,9351,91
4680,501,9351,1
4681,598,9361,4
4682,578,9361,1
4683,517,9361,25
4684,507,9361,50
4685,522,9361,85
4686,584,9371,66
4687,556,9371,76
4688,576,9371,38
4689,534,9371,63
4690,511,9371,65
4691,590,9381,9
4692,522,9381,51
4693,600,9381,90
4694,560,9381,33
4695,507,9381,89
4696,546,9391,23
4697,554,9391,54
4698,600,9391,16
4699,543,9391,21
4700,575,9391,86
4701,523,9401,29
4702,539,9401,63
4703,548,9401,48
4704,566,9401,47
4705,520,9401,99
4706,504,9411,53
4707,532,9411,76
4708,544,9411,86
4709,566,9411,52
4710,560,9411,3
4711,596,9421,66
4712,517,9421,52
4713,560,9421,87
4714,581,9421,5
4715,522,9421,39
4716,595,9431,88
4717,506,9431,24
4718,591,9431,23
4719,590,9431,29
4720,516,9431,42
4721,577,9441,76
4722,547,9441,72
4723,538,9441,73
4724,522,9441,14
4725,561,9441,69
4726,501,9451,1
4727,550,9451,75
4728,575,9451,63
4729,536,9451,26
4730,596,9451,43
4731,520,9461,2
4732,596,9461,88
4733,543,9461,27
4734,548,9461,11
4735,594,9461,28
4736,599,9471,73
4737,574,9471,59
4738,598,9471,20
4739,535,9471,69
4740,594,9471,96
4741,580,9481,9
4742,598,9481,35
4743,510,9481,23
4744,562,9481,50
4745,558,9481,51
4746,587,9491,7
4747,514,9491,3
4748,509,9491,39
4749,516,9491,91
4750,590,9491,56
4751,511,9501,54
4752,599,9501,20
4753,578,9501,86
4754,558,9501,47
4755,505,9501,97
4756,580,9511,72
4757,555,9511,67
4758,556,9511,4
4759,554,9511,50
4760,598,9511,35
4761,575,9521,29
4762,584,9521,96
4763,541,9521,94
4764,512,9521,44
4765,579,9521,91
4766,566,9531,15
4767,525,9531,55
4768,556,9531,19
4769,562,9531,73
4770,527,9531,62
4771,524,9541,41
4772,533,9541,5
4773,542,9541,57
4774,588,9541,67
4775,519,9541,45
4776,535,9551,25
4777,531,9551,56
4778,510,9551,17
4779,517,9551,92
4780,564,9551,73
4781,521,9561,67
4782,534,9561,24
4783,596,9561,88
4784,584,9561,9
4785,510,9561,19
4786,572,9571,27
4787,540,9571,11
4788,558,9571,60
4789,537,9571,34
4790,546,9571,43
4791,547,9581,11
4792,592,9581,24
4793,580,9581,28
4794,522,9581,58
4795,510,9581,60
4796,547,9591,74
4797,582,9591,78
4798,505,9591,85
4799,525,9591,5
4800,522,9591,98
4801,590,9601,23
4802,569,9601,8
4803,542,9601,74
4804,548,9601,43
4805,519,9601,22
4806,519,9611,82
4807,558,9611,34
4808,590,9611,74
4809,568,9611,70
4810,556,9611,24
4811,531,9621,82
4812,523,9621,87
4813,565,9621,52
4814,540,9621,12
4815,533,9621,54
4816,526,9631,53
4817,567,9631,51
4818,529,9631,15
4819,556,9631,18
4820,538,9631,5
4821,598,9641,11
4822,591,9641,80
4823,510,9641,82
4824,520,9641,33
4825,520,9641,53
4826,555,9651,60
4827,513,9651,57
4828,570,9651,89
4829,597,9651,45
4830,530,9651,91
4831,520,9661,25
4832,532,9661,59
4833,568,9661,55
4834,584,9661,75
4835,537,9661,61
4836,576,9671,42
4837,535,9671,93
